Date,BBCA,BBNI,BBRI,BMRI,ANTM,UNVR,TLKM,ICBP,PGAS,ASII,UNTR,GGRM,HMSP,MYOR,INDF
1/3/2011,6450,1870,1035,3171.153809,2078.942627,3210,1600,2362.5,4475,5440,23362.68945,41050,1055.129639,370.284668,4950
1/4/2011,6500,1870,1030,3244.901611,2162.94043,3210,1580,2487.5,4400,5250,24276.04492,41100,1047.592896,371.998932,5100
1/5/2011,6600,1870,1060,3367.814453,2120.94165,3270,1600,2525,4450,5205,24420.25977,41000,1043.824585,368.570374,4950
1/6/2011,6550,1870,1035,3294.06665,2078.942627,3220,1540,2462.5,4425,5100,24900.97266,40200,1040.056274,368.570374,4850
1/7/2011,6400,1870,980,3146.571289,1994.945068,3190,1470,2437.5,4300,4900,23651.11719,39050,1036.287964,368.570374,4725
1/10/2011,5900,1870,930,2949.9104,1910.947388,3130,1440,2362.5,4125,4755,21872.47656,35800,1011.793884,349.713287,4575
1/11/2011,5700,1870,960,2851.580078,1889.947876,3100,1440,2250,4075,4740,21055.26367,37000,1006.141418,346.284729,4525
1/12/2011,5800,1870,1000,2900.745361,2015.944458,3130,1500,2300,4200,4840,21535.97656,39600,1013.67804,347.998993,4700
1/13/2011,5900,1870,1020,2876.162842,2015.944458,3180,1470,2287.5,4275,4800,21584.04883,40300,1006.141418,353.141846,4725
1/14/2011,6050,1870,1030,2826.997559,2036.943848,3210,1500,2375,4225,4800,21295.61914,38400,998.604797,349.713287,4875
1/17/2011,5950,1870,1010,2777.83252,1952.946167,3290,1520,2400,4250,4745,21343.69141,38150,998.604797,347.998993,4825
1/18/2011,5800,1870,1000,2753.249756,1994.945068,3220,1560,2387.5,4275,4700,21535.97656,37000,998.604797,354.85614,4775
1/19/2011,5750,1870,960,2826.997559,1973.945557,3140,1560,2375,4325,4900,21487.9043,37550,987.299805,365.141815,4725
1/20/2011,5700,1870,955,2851.580078,1910.947388,3050,1510,2262.5,4275,4780,20670.69141,36200,979.763184,366.856079,4550
1/21/2011,5450,1870,940,2753.249756,1889.947876,2850,1510,2212.5,4075,4715,19661.19336,36200,979.763184,363.427521,4525
1/24/2011,5400,1870,975,2704.084717,1826.949707,2800,1540,2200,3900,4680,19420.83594,35500,975.994873,346.284729,4575
1/25/2011,5600,1870,1030,2777.83252,1889.947876,2830,1530,2275,4000,4920,20814.90625,36900,975.994873,347.998993,4725
1/26/2011,5850,1870,1060,2925.327881,1910.947388,2850,1550,2375,4150,5040,21584.04883,38100,957.153259,356.570404,4775
1/27/2011,5900,1870,1050,2949.9104,1931.946777,2960,1530,2375,4125,5120,21439.83398,38500,959.037415,359.998962,4875
1/28/2011,5800,1870,1020,2974.493164,1889.947876,2980,1550,2362.5,4175,5135,21103.33398,37950,964.68988,354.85614,4800
1/31/2011,5650,1870,970,2925.327881,1826.949707,3010,1510,2287.5,4225,4890,20526.47852,37250,960.92157,346.284729,4700
2/1/2011,5650,1870,980,2999.075684,1910.947388,3020,1510,2300,4100,4860,20718.76367,36800,955.269104,351.427582,4650
2/2/2011,5850,1870,985,2999.075684,1931.946777,3050,1530,2287.5,4150,4835,21632.11914,36900,966.574036,371.998932,4750
2/4/2011,6000,1870,980,2925.327881,1931.946777,3150,1550,2312.5,4225,4870,21824.4043,36700,964.68988,371.998932,4750
2/7/2011,6050,1870,975,2949.9104,1910.947388,3110,1540,2287.5,4200,4950,22160.9043,36200,962.805725,361.713257,4725
2/8/2011,6000,1870,965,2975,1889.947876,2990,1540,2275,4125,4885,21968.61914,35700,960.92157,378.856049,4825
2/9/2011,5900,1870,925,2850,1868.948486,3000,1560,2212.5,4075,4825,21535.97656,34650,960.92157,385.713196,4750
2/10/2011,5700,1870,910,2800,1826.949707,2930,1530,2162.5,3950,4825,21295.61914,33950,955.269104,373.713226,4675
2/11/2011,5950,1870,920,2775,1826.949707,2920,1520,2187.5,3825,4840,21680.19141,34200,951.500793,368.570374,4650
2/14/2011,6100,1870,930,2800,1847.949097,2900,1490,2175,3850,4955,22305.11914,34150,968.458191,347.998993,4725
2/16/2011,6050,1870,950,2800,1847.949097,3030,1490,2175,3875,4930,22112.83398,34100,953.384949,347.998993,4700
2/17/2011,6000,1870,960,2775,1847.949097,2990,1490,2175,3975,5100,22016.68945,33450,951.500793,344.570435,4675
2/18/2011,6150,1870,975,2950,1847.949097,3100,1490,2200,3875,5300,22208.97656,35750,959.037415,349.713287,4700
2/21/2011,6250,1870,980,3000,1868.948486,3090,1520,2212.5,3775,5205,22545.47461,37550,972.226563,346.284729,4825
2/22/2011,6250,1870,950,2975,1847.949097,3050,1490,2212.5,3700,5165,22257.04688,37000,968.458191,344.570435,4850
2/23/2011,6400,1870,960,2900,1868.948486,3140,1490,2262.5,3750,5190,22016.68945,37050,970.342407,346.284729,4900
2/24/2011,6250,1870,930,2825,1826.949707,3120,1470,2275,3725,5140,22016.68945,36500,957.153259,344.570435,4800
2/25/2011,6100,1870,945,2875,1826.949707,3100,1490,2325,3625,5155,22160.9043,36050,970.342407,341.141876,4800
2/28/2011,6300,1870,940,2900,1847.949097,3240,1490,2287.5,3550,5205,22305.11914,36550,968.458191,339.427612,4750
3/1/2011,6450,1870,980,2950,1910.947388,3250,1500,2375,3675,5400,22112.83398,36800,957.153259,347.998993,4800
3/2/2011,6500,1870,980,2975,1910.947388,3240,1470,2375,3575,5400,22064.76172,36450,957.153259,341.141876,4825
3/3/2011,6650,1870,985,2950,1889.947876,3300,1470,2400,3550,5455,22305.11914,35850,955.269104,337.713318,4850
3/4/2011,6800,1870,1050,3100,1889.947876,3340,1460,2387.5,3575,5490,22545.47461,36150,957.153259,330.856201,5000
3/7/2011,6900,1870,1060,3175,1889.947876,3380,1470,2375,3700,5490,22785.83203,37750,959.037415,323.999084,4950
3/8/2011,6850,1870,1030,3200,1889.947876,3360,1460,2375,3750,5520,23122.33203,39700,957.153259,320.570526,4950
3/9/2011,6850,1870,1030,3200,1889.947876,3350,1490,2387.5,3775,5645,23410.75977,40500,957.153259,325.713348,4925
3/10/2011,6900,1870,1030,3175,1847.949097,3340,1480,2400,3725,5630,23170.4043,40950,955.269104,335.999054,4875
3/11/2011,6800,1870,1030,3075,1805.950195,3360,1460,2375,3675,5440,22497.4043,39750,945.848328,330.856201,4825
3/14/2011,6800,1870,1050,3075,1826.949707,3300,1470,2387.5,3750,5535,21535.97656,41700,955.269104,327.427643,4900
3/15/2011,6650,1870,1020,3000,1805.950195,3290,1430,2387.5,3700,5490,21247.54883,41550,955.269104,325.713348,4900
3/16/2011,6700,1870,1020,3050,1805.950195,3310,1410,2475,3650,5430,21295.61914,40050,960.92157,327.427643,4975
3/17/2011,6550,1870,1010,2975,1784.950806,3220,1360,2475,3625,5350,21055.26367,39700,957.153259,330.856201,4900
3/18/2011,6550,1870,1000,3000,1805.950195,3120,1340,2500,3650,5400,21055.26367,41750,977.879028,337.713318,4850
3/21/2011,6700,1870,1020,3000,1826.949707,3210,1350,2500,3750,5515,21247.54883,42000,977.879028,339.427612,4950
3/22/2011,6750,1870,1040,3000,1826.949707,3190,1320,2525,3800,5505,21391.76172,41900,977.879028,337.713318,5000
3/23/2011,6800,1870,1050,2975,1826.949707,3190,1550,2550,3800,5335,21391.76172,42000,977.879028,337.713318,5000
3/24/2011,6850,1870,1060,3075,1889.947876,3260,1430,2550,3800,5680,22112.83398,42650,994.836487,339.427612,5150
3/25/2011,6900,1870,1070,3150,1889.947876,3200,1430,2500,3800,5790,21680.19141,42400,994.836487,335.999054,5200
3/28/2011,6950,1870,1070,3100,1889.947876,3150,1420,2525,3800,5690,21343.69141,42550,983.531494,334.28476,5250
3/29/2011,6950,1870,1070,3200,1889.947876,3060,1400,2550,3800,5470,20814.90625,41650,975.994873,339.427612,5200
3/30/2011,6850,1870,1080,3250,1931.946777,3060,1440,2600,3850,5625,20911.04883,42700,983.531494,346.284729,5350
3/31/2011,6950,1870,1150,3400,1931.946777,3060,1470,2650,3900,5700,20862.97656,41850,987.299805,387.42746,5400
4/1/2011,7100,1870,1170,3425,1952.946167,3090,1460,2600,3875,5790,20622.62109,40950,998.604797,383.998901,5350
4/4/2011,7000,1870,1160,3425,1931.946777,3040,1460,2575,3850,5645,21199.47656,40950,1158.758423,383.998901,5300
4/5/2011,7000,1870,1150,3325,1931.946777,3060,1450,2625,3800,5665,21535.97656,40750,1075.855347,377.141785,5250
4/6/2011,6950,1870,1190,3400,1952.946167,3060,1450,2675,3850,5810,21584.04883,40750,1077.739502,377.141785,5350
4/7/2011,7050,1870,1240,3400,1973.945557,3060,1420,2675,3925,5760,21343.69141,41150,1066.43457,373.713226,5400
4/8/2011,7000,1870,1260,3500,1994.945068,3020,1400,2700,4025,5675,21295.61914,41150,1064.550415,390.856018,5350
4/11/2011,7100,1870,1230,3475,2015.944458,3030,1420,2650,4025,5680,21632.11914,41100,1068.318726,390.856018,5350
4/12/2011,7050,1870,1230,3425,1994.945068,3030,1420,2675,3950,5615,21439.83398,40750,1070.202881,399.427429,5400
4/13/2011,7150,1870,1240,3400,1973.945557,3020,1400,2675,3975,5610,21728.26172,41000,1060.782104,397.713135,5400
4/14/2011,7150,1870,1220,3350,1931.946777,2990,1440,2675,3975,5485,21487.9043,40400,1068.318726,397.713135,5300
4/15/2011,7300,1870,1230,3400,1973.945557,2990,1450,2675,4000,5510,21343.69141,40500,1068.318726,397.713135,5350
4/18/2011,7400,1870,1250,3350,1952.946167,3000,1470,2700,3925,5440,21439.83398,40700,1055.129639,394.284576,5400
4/19/2011,7450,1870,1250,3350,1952.946167,3030,1530,2700,3900,5365,21535.97656,40200,1055.129639,401.141724,5450
4/20/2011,7550,1870,1320,3550,1931.946777,3060,1560,2675,4000,5515,22064.76172,41150,1055.129639,402.855988,5600
4/21/2011,7500,1870,1300,3550,1910.947388,3070,1550,2675,3925,5580,22208.97656,41200,1055.129639,394.284576,5600
4/25/2011,7500,1870,1300,3525,1931.946777,3040,1510,2700,3925,5490,22257.04688,40850,1055.129639,397.713135,5600
4/26/2011,7550,1870,1290,3500,1889.947876,3050,1490,2675,3975,5410,22064.76172,40450,1055.129639,397.713135,5650
4/27/2011,7500,1870,1310,3575,1931.946777,3050,1540,2700,4000,5515,22353.18945,40350,1055.129639,401.141724,5600
4/28/2011,7600,1870,1310,3525,1931.946777,3060,1530,2700,3975,5560,22449.33203,40250,1055.129639,389.141754,5600
4/29/2011,7400,1870,1290,3575,1910.947388,3060,1540,2700,4000,5615,22353.18945,40600,1055.129639,377.141785,5550
5/2/2011,7500,1870,1310,3675,1910.947388,3060,1550,2650,4100,5665,22449.33203,40700,1055.129639,390.856018,5600
5/3/2011,7250,1870,1290,3650,1889.947876,3040,1540,2600,4125,5615,22545.47461,40950,1053.245361,402.855988,5500
5/4/2011,7350,1870,1280,3600,1868.948486,3000,1530,2625,4150,5640,23362.68945,40900,1051.361206,402.855988,5550
5/5/2011,7150,1870,1260,3600,1868.948486,3000,1500,2600,4250,5625,23410.75977,40950,1047.592896,399.427429,5600
5/6/2011,7300,1870,1240,3500,1847.949097,2990,1510,2625,4225,5650,22785.83203,40900,1047.592896,395.998871,5700
5/9/2011,7200,1870,1220,3450,1847.949097,2990,1510,2600,4200,5640,22497.4043,40700,1045.70874,389.141754,5600
5/10/2011,7300,1870,1230,3525,1847.949097,2980,1510,2600,4150,5695,22450,41050,1049.477051,394.284576,5600
5/11/2011,7350,1870,1260,3575,1889.947876,3000,1520,2625,4175,5925,22900,41350,1051.361206,395.998871,5650
5/12/2011,7200,1870,1240,3525,1868.948486,2980,1540,2575,4125,5815,22550,40850,1051.361206,395.998871,5550
5/13/2011,7300,1870,1250,3575,1847.949097,2980,1540,2625,4050,5850,22450,43750,1055.129639,399.427429,5650
5/16/2011,7100,1870,1230,3525,1847.949097,2960,1540,2600,4025,5905,21800,44150,1053.245361,401.141724,5600
5/18/2011,7150,1870,1270,3550,1868.948486,2980,1550,2625,3975,5970,22500,44550,1055.129639,406.284546,5700
5/19/2011,7250,1870,1310,3625,1868.948486,2990,1520,2625,3975,6110,22200,44250,1081.507813,406.284546,5700
5/20/2011,7300,1870,1310,3625,1847.949097,3000,1530,2650,4000,6200,22250,43700,1085.276123,409.713104,5650
5/23/2011,7150,1870,1250,3550,1805.950195,2970,1510,2675,3900,5920,22000,43700,1073.971191,401.141724,5400
5/24/2011,7050,1870,1240,3550,1805.950195,2960,1530,2625,3975,5810,22150,43500,1077.739502,418.284515,5300
5/25/2011,7100,1870,1230,3475,1763.951416,2960,1540,2625,4000,5810,22000,43500,1077.739502,418.284515,5350
5/26/2011,7250,1870,1250,3500,1805.950195,2970,1540,2625,4025,5930,22250,43500,1085.276123,433.713043,5450
5/27/2011,7150,1870,1250,3575,1805.950195,2970,1540,2600,4050,5920,22550,43750,1092.812744,435.427338,5400
5/30/2011,7100,1870,1280,3600,1805.950195,2970,1520,2550,4050,5905,22900,43550,1089.044434,437.141602,5350
5/31/2011,7100,1870,1270,3600,1805.950195,2940,1540,2525,4050,5875,23000,43550,1090.928589,445.713013,5400
6/1/2011,7100,1870,1250,3575,1805.950195,2960,1550,2600,4050,5910,22950,44500,1098.46521,443.998718,5450
6/3/2011,7150,1870,1300,3550,1805.950195,2990,1530,2525,4075,5895,23000,44600,1092.812744,442.284454,5500
6/6/2011,7150,1870,1270,3500,1805.950195,2980,1520,2550,3975,5930,22750,45400,1092.812744,440.57016,5400
6/7/2011,7100,1870,1280,3525,1784.950806,2990,1500,2550,4000,5960,23150,45250,1096.581055,442.284454,5450
6/8/2011,7000,1870,1280,3500,1784.950806,2960,1500,2550,3975,5950,23150,45550,1107.886108,449.141571,5300
6/9/2011,7000,1870,1260,3475,1784.950806,2940,1490,2525,3950,5880,23000,45200,1096.581055,445.713013,5200
6/10/2011,7000,1870,1260,3500,1784.950806,2940,1490,2550,3950,5745,22850,45350,1100.349365,447.427307,5200
6/13/2011,7000,1870,1250,3450,1784.950806,2920,1490,2525,3950,5640,22700,43750,1064.550415,443.998718,5200
6/14/2011,7000,1870,1260,3475,1784.950806,2960,1460,2575,3975,5735,22850,45450,1064.550415,437.141602,5300
6/15/2011,7150,1870,1280,3475,1784.950806,2970,1450,2500,4000,5900,22900,46250,1058.897949,445.713013,5350
6/16/2011,7100,1870,1230,3375,1721.952515,2960,1420,2500,3950,5815,22650,45650,1057.013794,443.998718,5300
6/17/2011,7200,1870,1240,3400,1679.953735,2960,1370,2462.5,4000,5830,22900,44300,1053.245361,442.284454,5200
6/20/2011,7250,1870,1250,3425,1679.953735,2950,1390,2550,4000,5845,22950,45300,1055.129639,445.713013,5350
6/21/2011,7200,1870,1270,3475,1700.953125,2970,1420,2600,4025,5910,23250,46600,1055.129639,443.998718,5600
6/22/2011,7300,1870,1270,3525,1721.952515,3000,1430,2650,4000,6000,23500,46950,1057.013794,443.998718,5600
6/23/2011,7400,1870,1270,3500,1742.951904,3000,1430,2700,4000,6080,23550,47000,1060.782104,445.713013,5600
6/24/2011,7450,1870,1290,3525,1784.950806,3040,1450,2700,4025,6190,23500,47050,1062.66626,433.713043,5600
6/27/2011,7450,1870,1280,3525,1742.951904,3030,1420,2650,3975,6105,23700,46200,1055.129639,443.998718,5500
6/28/2011,7450,1870,1280,3525,1763.951416,2980,1450,2650,4000,6155,23650,47650,1066.43457,445.713013,5600
6/30/2011,7650,1870,1300,3600,1742.951904,2980,1470,2700,4025,6355,24900,49800,1077.739502,445.713013,5750
7/1/2011,7800,1870,1340,3650,1763.951416,2990,1440,2800,4050,6555,24500,50000,1092.812744,443.998718,6000
7/4/2011,7800,1870,1340,3650,1763.951416,2990,1440,2800,4050,6555,24500,50000,1092.812744,443.998718,6000
7/5/2011,7850,1870,1340,3600,1784.950806,2960,1440,2800,4025,6630,24950,48850,1085.276123,443.998718,5800
7/6/2011,7800,1870,1320,3625,1805.950195,2970,1430,2775,3975,6510,24650,48050,1081.507813,471.427216,5700
7/7/2011,7800,1870,1330,3675,1763.951416,2950,1430,2875,4000,6585,25050,49250,1083.391968,478.284332,5800
7/8/2011,8050,1870,1360,3800,1763.951416,3000,1440,2850,3975,6780,25500,51000,1096.581055,479.998627,5850
7/11/2011,8050,1870,1370,3850,1721.952515,3020,1410,2850,3975,6800,25400,49650,1100.349365,479.998627,5900
7/12/2011,7950,1870,1350,3775,1700.953125,2960,1400,2800,3900,6705,24600,50000,1092.812744,471.427216,5850
7/13/2011,7950,1870,1350,3800,1721.952515,2950,1410,2825,3950,6800,24750,51500,1104.117798,481.712921,5800
7/14/2011,8000,1870,1350,3900,1700.953125,2970,1410,2825,3950,6895,24750,51000,1107.886108,497.141449,5950
7/15/2011,8300,1870,1350,3950,1679.953735,3000,1430,2850,3975,7040,24800,50700,1136.148438,500.570007,5950
7/18/2011,8150,1870,1340,3925,1671.553955,2990,1420,2850,3975,7260,25000,50950,1130.495972,510.855682,6000
7/19/2011,8000,1870,1330,3825,1721.952515,2980,1410,2875,3975,7150,24900,51050,1132.380127,505.71283,5900
7/20/2011,8000,1870,1330,3800,1721.952515,2990,1420,2875,3925,7195,25050,52400,1134.264282,505.71283,5950
7/21/2011,8100,1870,1330,3775,1700.953125,3000,1460,2850,3975,7125,25500,55050,1141.800903,507.427124,5900
7/22/2011,8250,1870,1330,3800,1721.952515,3010,1480,2875,4025,7290,25700,53950,1168.179199,539.998474,6000
7/25/2011,8150,1870,1320,3850,1700.953125,2990,1460,2850,4000,7245,25250,52400,1168.179199,557.141235,6050
7/26/2011,8300,1870,1330,3925,1721.952515,3000,1460,2850,4000,7395,25750,52650,1164.410889,560.569824,6150
7/27/2011,8350,1870,1380,4025,1721.952515,3050,1470,2825,3975,7500,27700,52400,1175.71582,551.998413,6100
7/28/2011,8200,1870,1360,3950,1721.952515,3150,1460,2825,3975,7175,27150,51500,1177.599976,593.141174,6300
7/29/2011,8300,1870,1380,3925,1679.953735,3120,1470,2900,3975,7050,27300,50900,1205.862427,579.426941,6350
8/1/2011,8550,1870,1440,4025,1700.953125,3180,1500,3000,4000,7165,27550,53000,1213.399048,562.284119,6400
8/2/2011,8750,1870,1450,3950,1700.953125,3200,1520,2900,4000,7120,26500,53250,1209.630737,534.855591,6300
8/3/2011,8700,1870,1440,3825,1679.953735,3220,1510,2875,3825,7065,26100,52000,1203.978271,519.427063,6450
8/4/2011,8600,1870,1420,3850,1679.953735,3400,1560,2950,3600,7040,25300,52700,1226.588135,515.998535,6500
8/5/2011,8300,1870,1330,3675,1612.755493,3250,1510,2800,3175,6720,24300,51150,1187.020752,505.71283,6400
8/8/2011,8050,1870,1300,3675,1570.756714,3200,1500,2850,3275,6505,23950,50000,1171.94751,522.855652,6200
8/9/2011,7850,1870,1260,3600,1528.757813,3000,1440,2775,3200,6410,23200,50000,1166.295044,495.427155,6100
8/10/2011,8000,1870,1310,3750,1570.756714,3160,1420,2800,3325,6780,24400,50950,1187.020752,517.71283,6350
8/11/2011,7850,1870,1290,3650,1604.355835,3280,1470,2875,3375,6740,24400,52950,1187.020752,505.71283,6500
8/12/2011,7950,1870,1300,3600,1646.354614,3280,1460,2925,3375,6715,24100,54950,1179.484131,503.998566,6450
8/15/2011,8150,1870,1320,3650,1679.953735,3350,1450,2925,3375,7000,24650,54550,1183.252441,509.141388,6450
8/16/2011,8150,1870,1340,3625,1654.754395,3360,1440,2975,3325,7000,24550,54200,1183.252441,505.71283,6400
8/18/2011,8200,1870,1370,3675,1679.953735,3470,1490,2850,3425,7275,25100,56000,1183.252441,515.998535,6450
8/19/2011,8000,1870,1280,3475,1629.555054,3310,1480,2750,3300,6610,23500,53000,1171.94751,510.855682,6100
8/22/2011,7750,1870,1270,3400,1646.354614,3330,1460,2800,3225,6775,23400,53950,1171.94751,505.71283,6450
8/23/2011,7950,1870,1290,3450,1646.354614,3360,1460,2875,3225,6725,23950,53950,1164.410889,531.427063,6750
8/24/2011,7900,1870,1280,3425,1629.555054,3290,1450,2800,3100,6715,23950,54000,1166.295044,515.998535,6450
8/25/2011,8000,1870,1300,3450,1587.556274,3230,1440,2775,3000,6740,24000,54150,1166.295044,515.998535,6200
8/26/2011,8000,1870,1310,3425,1579.156494,3380,1450,2650,2950,6615,23600,55000,1168.179199,517.71283,6100
9/5/2011,8150,1870,1330,3425,1587.556274,3350,1510,2575,2775,6780,24400,55600,1187.020752,510.855682,5950
9/6/2011,8200,1870,1330,3400,1587.556274,3400,1530,2500,2750,6850,24300,56600,1190.789063,517.71283,5950
9/7/2011,8350,1870,1370,3550,1637.954834,3480,1580,2500,2925,7125,24650,58700,1205.862427,517.71283,6000
9/8/2011,8400,1870,1390,3600,1629.555054,3510,1530,2650,2925,7100,24900,59350,1236.008911,512.569946,5950
9/9/2011,8350,1870,1370,3600,1595.956055,3510,1520,2775,2900,7030,25300,59800,1237.893066,512.569946,5900
9/12/2011,8050,1870,1320,3450,1562.356934,3400,1480,2650,2800,6940,24300,57250,1215.283203,498.855713,5700
9/13/2011,8100,1870,1280,3425,1562.356934,3410,1470,2600,2800,6900,23600,58000,1215.283203,498.855713,5700
9/14/2011,7750,1870,1230,3225,1528.757813,3420,1470,2575,2725,6675,23100,58000,1205.862427,486.855743,5550
9/15/2011,7900,1870,1260,3175,1495.158813,3340,1500,2600,2725,6530,22900,55900,1194.557373,503.998566,5450
9/16/2011,7900,1870,1290,3325,1528.757813,3370,1470,2675,2675,6590,23500,56150,1202.093994,509.141388,5650
9/19/2011,7850,1870,1230,3175,1503.558594,3210,1490,2650,2575,6500,23100,55500,1194.557373,500.570007,5400
9/20/2011,7950,1870,1240,3150,1511.958374,3210,1490,2700,2600,6540,23000,54500,1194.557373,500.570007,5250
9/21/2011,7750,1870,1220,3100,1495.158813,3160,1510,2625,2525,6405,22150,53100,1194.557373,498.855713,5000
9/22/2011,7100,1870,1060,2650,1360.762451,3000,1380,2475,2200,5800,20050,50300,1073.971191,464.570099,4350
9/23/2011,7500,1870,1120,2800,1327.163452,3070,1440,2325,2350,5885,19750,50000,1121.075195,452.570129,4600
9/26/2011,7350,1870,1070,2750,1201.16687,3040,1440,2212.5,2350,5700,19700,49000,1090.928589,418.284515,4500
9/27/2011,7500,1870,1150,2975,1234.765991,3120,1450,2400,2650,6055,21100,51600,1134.264282,445.713013,4700
9/28/2011,7550,1870,1180,3100,1217.966431,3120,1470,2337.5,2775,6220,21950,51550,1126.727661,440.57016,4725
9/29/2011,7650,1870,1180,3225,1209.56665,3140,1490,2362.5,2775,6405,21950,50500,1130.495972,443.998718,4850
9/30/2011,7700,1870,1170,3150,1259.965332,3300,1520,2462.5,2675,6365,22000,52500,1134.264282,437.141602,5050
10/3/2011,7350,1870,1060,2875,1184.36731,3220,1480,2375,2525,5895,20150,52500,1113.538574,411.427399,4875
10/4/2011,7200,1870,1060,2775,1192.76709,3150,1490,2362.5,2525,5870,19350,51100,1100.349365,416.570251,4625
10/5/2011,7300,1870,1080,2825,1192.76709,3170,1540,2487.5,2500,5730,19400,52250,1107.886108,428.57019,4650
10/6/2011,7500,1870,1190,3025,1243.165771,3210,1520,2575,2575,6070,20550,54600,1130.495972,440.57016,4925
10/7/2011,7450,1870,1160,3000,1251.565552,3180,1450,2600,2550,6325,20600,55000,1134.264282,445.713013,4925
10/10/2011,7500,1870,1210,3125,1259.965332,3120,1440,2575,2525,6415,20750,55600,1134.264282,445.713013,4950
10/11/2011,7750,1870,1250,3225,1268.36499,3110,1460,2600,2625,6590,21500,56000,1154.990112,464.570099,5150
10/12/2011,7950,1870,1290,3325,1335.563232,3200,1470,2600,2750,6595,22550,61000,1156.874268,467.998657,5300
10/13/2011,8000,1870,1290,3325,1369.162231,3170,1450,2675,2725,6790,23100,58950,1166.295044,479.998627,5550
10/14/2011,7950,1870,1310,3300,1385.961792,3140,1420,2675,2675,6695,23050,57100,1158.758423,479.998627,5550
10/17/2011,8050,1870,1340,3375,1478.359253,3090,1420,2650,2750,6900,23600,56150,1168.179199,483.427185,5550
10/18/2011,7750,1870,1280,3200,1394.361572,3140,1430,2550,2675,6805,23100,56100,1164.410889,478.284332,5300
10/19/2011,7850,1870,1290,3300,1419.560913,3140,1440,2600,2825,6930,23200,56100,1173.831665,476.570068,5550
10/20/2011,7650,1870,1260,3200,1427.960693,3130,1450,2575,2900,6780,22950,55350,1168.179199,471.427216,5450
10/21/2011,7650,1870,1260,3225,1419.560913,3190,1450,2575,2900,6610,22800,54200,1179.484131,473.14151,5450
10/24/2011,7950,1870,1300,3450,1419.560913,3230,1450,2600,2825,6805,23950,56700,1187.020752,473.14151,5600
10/25/2011,8000,1870,1300,3400,1444.760132,3240,1470,2625,2750,6830,24100,56750,1187.020752,467.998657,5600
10/26/2011,8000,1870,1330,3425,1436.360474,3220,1480,2625,2900,6840,24650,58250,1187.020752,467.998657,5600
10/27/2011,7950,1870,1350,3575,1503.558594,3210,1500,2700,3000,6895,24950,59300,1203.978271,469.712952,5650
10/28/2011,8000,1870,1360,3600,1537.157593,3140,1490,2800,3050,6990,25200,60000,1198.325684,488.570038,5400
10/31/2011,8100,1870,1350,3575,1503.558594,3130,1480,2650,2950,6900,24600,58600,1192.673218,485.141479,5250
11/1/2011,7900,1870,1310,3400,1419.560913,3130,1480,2487.5,2925,6650,23700,56900,1188.904907,479.998627,5000
11/2/2011,7950,1870,1340,3550,1453.159912,3160,1510,2625,3025,6900,24300,58000,1202.093994,476.570068,5250
11/3/2011,7800,1870,1320,3450,1411.161133,3140,1500,2525,3050,6730,23400,58400,1200.209839,476.570068,5050
11/4/2011,8000,1870,1360,3600,1444.760132,3170,1520,2600,3050,6830,24650,60550,1215.283203,478.284332,5150
11/7/2011,7950,1870,1370,3600,1427.960693,3150,1500,2525,3100,6785,25050,61500,1217.167358,479.998627,5050
11/8/2011,8200,1870,1370,3625,1436.360474,3160,1500,2575,3125,6850,25150,61550,1213.399048,491.998596,5050
11/9/2011,8300,1870,1410,3700,1444.760132,3240,1500,2600,3175,7080,26150,62450,1226.588135,493.71286,5000
11/10/2011,8150,1870,1380,3575,1411.161133,3210,1480,2525,3125,6915,25700,61000,1213.399048,476.570068,4875
11/11/2011,8150,1870,1370,3575,1411.161133,3190,1480,2500,3100,6950,25450,60500,1213.399048,479.998627,4875
11/14/2011,8250,1870,1390,3650,1419.560913,3200,1500,2575,3100,7200,26600,62000,1234.124756,473.14151,4925
11/15/2011,8150,1870,1380,3575,1419.560913,3180,1490,2600,3125,7130,26050,62000,1283.112915,479.998627,4925
11/16/2011,8050,1870,1390,3550,1411.161133,3170,1510,2600,3150,7135,26050,62450,1269.923828,467.998657,4950
11/17/2011,8050,1870,1360,3500,1419.560913,3230,1510,2575,3125,6940,25900,61500,1315.143677,473.14151,4900
11/18/2011,7850,1870,1330,3400,1402.761353,3230,1500,2575,3100,6870,25400,61800,1345.290161,476.570068,4775
11/21/2011,7750,1870,1300,3275,1369.162231,3240,1490,2550,3025,6765,24750,60500,1394.27832,473.14151,4775
11/22/2011,7800,1870,1340,3400,1394.361572,3360,1490,2500,3000,6935,25000,61750,1447.03479,473.14151,4800
11/23/2011,7700,1870,1330,3325,1360.762451,3500,1510,2487.5,2950,6800,24600,60700,1413.119995,473.14151,4725
11/24/2011,7650,1870,1330,3350,1360.762451,3480,1500,2462.5,2925,6940,24700,61000,1398.046631,485.141479,4700
11/25/2011,7450,1870,1310,3225,1343.963013,3570,1460,2475,2900,6810,23850,60000,1411.23584,471.427216,4675
11/28/2011,7550,1870,1280,3200,1352.362671,3510,1460,2500,2950,6915,23800,61550,1413.119995,471.427216,4675
11/29/2011,7700,1870,1300,3275,1352.362671,3620,1430,2550,3050,7095,24400,62600,1473.413086,473.14151,4675
11/30/2011,7900,1870,1300,3200,1377.562012,3640,1470,2575,3075,7090,23350,65000,1469.644775,474.855774,4700
