Date,BBCA,BBNI,BBRI,BMRI,ANTM,UNVR,TLKM,ICBP,PGAS,ASII,UNTR,GGRM,HMSP,MYOR,INDF
2/1/2013,9850,1870,1600,4500,1167.567871,4390,1930,4050,4700,7450,19550,52250,2389.114746,690.855164,5950
2/4/2013,10050,1870,1620,4450,1142.36853,4390,1940,4050,4725,7600,19200,50700,2385.346436,690.855164,6050
2/5/2013,9900,1870,1620,4425,1142.36853,4440,1940,4050,4700,7600,19000,49950,2404.187988,687.426636,6050
2/6/2013,9900,1870,1630,4400,1175.967529,4440,1960,4025,4675,7550,19000,50150,2409.840576,694.283752,6350
2/7/2013,10050,1870,1630,4400,1159.168091,4460,1930,4025,4650,7650,18950,50400,2438.103027,707.997986,6550
2/8/2013,9950,1870,1610,4425,1150.768311,4400,1930,4000,4575,7750,19250,49900,2487.091064,709.71228,6600
2/11/2013,10150,1870,1630,4375,1159.168091,4390,1930,3975,4600,7700,19950,49900,2487.091064,711.426514,6700
2/12/2013,10050,1870,1680,4475,1150.768311,4460,1930,4000,4775,7750,20150,49500,2571.878418,721.712219,6700
2/13/2013,9850,1870,1740,4500,1142.36853,4560,1920,4000,4775,7800,20150,50100,2713.19043,755.997864,6550
2/14/2013,10000,1870,1710,4550,1142.36853,4550,1950,4000,4725,7750,19600,50000,2732.031982,783.426331,6600
2/15/2013,10050,1870,1740,4550,1142.36853,4600,1990,4000,4750,7750,19350,50450,2713.19043,771.426392,6700
2/18/2013,10200,1870,1730,4550,1125.56897,4580,1990,4000,4725,7700,19300,50650,2732.031982,771.426392,6600
2/19/2013,10250,1870,1740,4550,1108.769409,4550,1980,4000,4675,7700,19200,50950,2788.556641,761.140686,6600
2/20/2013,10300,1870,1720,4625,1125.56897,4640,1970,4000,4675,7750,19200,51300,2750.873535,776.569214,6650
2/21/2013,10350,1870,1700,4675,1083.57019,4630,1980,4000,4675,7750,19000,51300,2750.873535,776.569214,6950
2/22/2013,10550,1870,1710,4775,1075.17041,4590,1970,4050,4700,7800,18900,50550,2748.989502,779.997742,6800
2/25/2013,11300,1870,1730,4875,1066.77063,4570,1980,4150,4775,7850,19100,49750,2747.105225,795.42627,6850
2/26/2013,10800,1870,1720,4850,1058.37085,4460,1970,4200,4750,7800,19000,49450,2750.873535,831.426208,6900
2/27/2013,10650,1870,1770,4950,1075.17041,4530,2030,4275,4775,7900,19300,48850,2769.715088,843.426147,7100
2/28/2013,11000,1870,1890,5025,1083.57019,4570,2150,4250,4800,7950,19300,48300,2822.47168,857.140381,7300
3/1/2013,10700,1870,1840,4950,1091.969849,4550,2170,4275,5000,8100,19500,49950,2833.776611,841.711853,7400
3/4/2013,10700,1870,1840,4950,1091.969849,4600,2100,4125,4925,8100,19400,50000,2905.374756,841.711853,7300
3/5/2013,10500,1870,1710,4775,1083.57019,4560,2100,4325,5150,8100,19200,50000,2912.911377,839.99762,7350
3/6/2013,10700,1870,1740,4825,1150.768311,4590,2220,4475,5400,8100,19450,50700,2916.679688,857.140381,7850
3/7/2013,10750,1870,1740,4925,1150.768311,4570,2120,4550,5450,8200,20250,50100,2901.606445,923.997375,7850
3/8/2013,10800,1870,1760,4925,1133.96875,4600,2150,4625,5450,8300,20250,49850,2916.679688,925.71167,7700
3/11/2013,10750,1870,1760,4975,1108.769409,4580,2170,4475,5200,8050,19700,49500,2871.459717,942.854431,7800
3/13/2013,10700,1870,1780,4950,1108.769409,4560,2170,4475,5150,7950,19700,48750,2909.143066,929.140198,7750
3/14/2013,10650,1870,1760,4925,1091.969849,4400,2120,4500,5250,7750,19400,48200,2901.606445,918.854492,7400
3/15/2013,10750,1870,1760,5000,1108.769409,4460,2060,4625,5400,7600,19200,49250,2916.679688,942.854431,7250
3/18/2013,10650,1870,1710,4950,1150.768311,4500,2100,4525,5350,7700,19000,48450,2905.374756,925.71167,7500
3/19/2013,10700,1870,1730,5025,1159.168091,4550,2110,4525,5300,7650,19000,48100,2939.289551,932.568787,7400
3/20/2013,10900,1870,1740,4950,1133.96875,4510,2140,4375,5350,7700,18650,47750,2939.289551,925.71167,7450
3/21/2013,10750,1870,1750,4800,1125.56897,4560,2150,4425,5400,7600,18350,47150,2975.088623,925.71167,7350
3/22/2013,10600,1870,1700,4775,1125.56897,4420,2110,4200,5500,7500,17300,46100,2975.088623,891.426025,7200
3/25/2013,10900,1870,1720,4775,1150.768311,4550,2140,4525,5400,7650,17350,46050,3014.656006,898.283142,7350
3/26/2013,10650,1870,1750,4800,1175.967529,4490,2170,4575,5650,7750,17500,46550,3014.656006,898.283142,7350
3/27/2013,11000,1870,1760,5000,1175.967529,4550,2170,4750,5750,7950,18150,47000,3108.864014,925.71167,7550
3/28/2013,11400,1870,1750,5000,1150.768311,4560,2200,4800,5950,7900,18200,48950,3184.230225,929.140198,7450
4/1/2013,11000,1870,1740,4950,1175.967529,4430,2150,4950,5850,7850,18650,52000,3203.072021,908.568848,7450
4/2/2013,11050,1870,1750,4925,1167.567871,4530,2180,4900,5750,7950,18650,52950,3206.840332,930.854492,7450
4/3/2013,11200,1870,1730,5000,1209.56665,4540,2220,5300,5950,7950,19200,52000,3203.072021,956.568665,7550
4/4/2013,10850,1870,1710,4950,1192.76709,4550,2170,5000,5800,7700,19200,51950,3184.230225,959.997253,7450
4/5/2013,11050,1870,1700,5025,1175.967529,4590,2140,5200,5600,7650,18700,51650,3184.230225,1011.425659,7300
4/8/2013,10700,1870,1690,5000,1209.56665,4580,2100,5100,5750,7700,18750,49800,3171.04126,1031.99707,7250
4/9/2013,10600,1870,1700,5100,1175.967529,4540,2160,5025,5800,7700,18550,50000,3165.388672,1045.711304,7500
4/10/2013,10550,1870,1680,5050,1192.76709,4550,2150,5125,5850,7550,18450,52200,3165.388672,1038.854126,7500
4/11/2013,10800,1870,1690,5100,1192.76709,4580,2200,5025,5900,7750,18650,53450,3146.547119,1028.568481,7500
4/12/2013,10900,1870,1660,5175,1192.76709,4560,2230,5100,5750,7650,18750,54250,3165.388672,1026.854248,7400
4/15/2013,10600,1870,1660,5075,1159.168091,4500,2230,5050,5650,7600,18550,53500,3165.388672,1028.568481,7400
4/16/2013,10800,1870,1670,5175,1167.567871,4570,2350,5075,5900,7750,18400,53000,3154.08374,1031.99707,7450
4/17/2013,11000,5250,1700,5300,1167.567871,4540,2400,5125,5950,7650,18350,53000,3171.04126,1035.425659,7500
4/18/2013,11000,5250,1730,5375,1150.768311,4530,2310,5275,6150,7750,18150,51650,3171.04126,1037.139893,7500
4/19/2013,11000,5300,1750,5300,1133.96875,4530,2340,5325,6050,7700,17900,50100,3146.547119,994.282898,7400
4/22/2013,10900,5350,1740,5350,1142.36853,4500,2400,5300,6000,7800,18200,49800,3154.08374,1028.568481,7350
4/23/2013,10750,5300,1730,5275,1133.96875,4560,2380,5450,6000,7750,18550,49100,3154.08374,1028.568481,7500
4/24/2013,11050,5200,1750,5250,1159.168091,4600,2390,5625,6050,7800,18450,50950,3139.010498,1028.568481,7550
4/25/2013,11100,5250,1800,5300,1150.768311,4600,2360,5825,6150,7350,18450,50100,3146.547119,1025.139893,7550
4/26/2013,10750,5350,1830,5325,1159.168091,4550,2250,5700,6250,7200,17750,50000,3155.968018,1026.854248,7500
4/29/2013,11000,5300,1840,5300,1150.768311,4600,2280,5650,6300,7400,17800,49350,3176.693604,1028.568481,7450
4/30/2013,10750,5400,1880,5250,1159.168091,5250,2340,5725,6250,7350,17750,49400,3176.693604,1030.282715,7350
5/1/2013,10750,5550,1930,5275,1150.768311,5140,2360,5925,6200,7350,18150,50000,3176.693604,1052.568481,7400
5/2/2013,10650,5350,1870,5075,1133.96875,5050,2360,6050,6100,7200,17850,51000,3184.230225,1052.568481,7350
5/3/2013,10750,5300,1780,4900,1125.56897,5180,2260,6000,6200,6900,17400,49950,3191.76709,1079.996948,7250
5/6/2013,10950,5300,1840,5025,1142.36853,5400,2320,6000,6150,7000,17650,50150,3203.072021,1122.853882,7400
5/7/2013,10950,5400,1890,5125,1142.36853,5410,2340,6075,6200,7050,17200,51700,3208.724365,1129.71106,7300
5/8/2013,11000,5350,1850,5175,1150.768311,5540,2360,5975,6300,7100,17350,52050,3210.608643,1138.282471,7350
5/10/2013,11050,5400,1860,5150,1150.768311,5500,2370,5850,6250,7200,17200,53800,3259.59668,1131.425293,7200
5/13/2013,11050,5250,1810,5025,1125.56897,5530,2370,5875,6200,6950,17150,52600,3259.59668,1131.425293,7050
5/14/2013,11000,5500,1860,5075,1133.96875,5640,2370,5950,6100,7050,17000,52650,3259.59668,1148.568115,7250
5/15/2013,11000,5400,1850,5075,1100.369629,5620,2380,6000,6250,7050,16750,53600,3236.986816,1148.568115,7250
5/16/2013,10900,5400,1840,5025,1100.369629,5630,2380,6200,6150,7050,16450,54400,3221.913574,1141.71106,7400
5/17/2013,11000,5300,1870,5025,1108.769409,6250,2390,6350,6200,7050,16500,55500,3316.121582,1151.996704,7450
5/20/2013,10900,5400,1890,5200,1117.169189,6310,2460,6375,6300,7200,16950,57650,3308.584961,1223.99646,7800
5/21/2013,11000,5400,1890,5175,1125.56897,6190,2450,6250,6200,7150,17250,56300,3316.121582,1223.99646,7600
5/22/2013,10950,5450,1860,5125,1125.56897,6170,2470,6275,6350,7150,17550,55250,3316.121582,1208.567993,7650
5/23/2013,10900,5250,1860,5075,1100.369629,6320,2440,6200,6100,7050,17200,53000,3297.280029,1189.710938,7550
5/24/2013,10950,5100,1860,5025,1108.769409,6460,2460,6300,6150,7200,17300,53650,3314.237305,1181.139526,7500
5/27/2013,10700,4950,1820,5000,1091.969849,6300,2440,6275,5850,7000,16600,54100,3280.32251,1157.139526,7300
5/28/2013,10900,5050,1860,5100,1091.969849,6610,2460,6350,5900,7450,17150,54600,3297.280029,1182.85376,7450
5/29/2013,11000,5200,1850,5100,1100.369629,6690,2480,6325,6250,7200,17200,56500,3297.280029,1234.282227,7350
5/30/2013,10800,5050,1810,4950,1058.37085,6470,2370,6375,6000,7050,16550,56500,3297.280029,1244.567871,7350
5/31/2013,10350,4875,1780,4850,1075.17041,6100,2210,6550,5500,7050,16300,53500,3297.280029,1242.853638,7350
6/3/2013,9950,4750,1730,4800,1049.971069,5810,2280,6300,5600,7050,16050,53150,3297.280029,1172.568115,7350
6/4/2013,10100,4750,1750,4925,1058.37085,6260,2270,6450,5650,7150,16600,53650,3297.280029,1148.568115,7350
6/5/2013,10050,4800,1690,4800,1058.37085,6200,2240,6350,5700,7100,16600,53050,3278.438232,1199.996582,7250
6/7/2013,9600,4700,1650,4700,1033.171509,5780,2200,5950,5350,6800,17500,51500,3240.755127,1167.425293,7050
6/10/2013,9450,4650,1640,4525,1024.771729,5540,2100,5700,5450,6850,16550,51200,3210.608643,1151.996704,6700
6/11/2013,9250,4500,1570,4425,965.973389,5380,2000,5550,5350,6650,15550,49100,3123.937256,1069.711182,6350
6/12/2013,9400,4500,1530,4400,949.173828,5890,2060,5450,5400,7150,16350,48950,3108.864014,1042.282715,6900
6/13/2013,9300,4450,1480,4450,932.374329,5560,2040,5350,5150,6900,16050,47500,3086.253906,1045.711304,6800
6/14/2013,9800,4700,1570,4725,940.774048,5770,2110,5400,5300,7050,16900,49400,3108.864014,1078.282593,6900
6/17/2013,9950,4775,1570,4550,957.573608,5780,2080,5400,5400,6950,17150,50300,3120.168945,1085.139771,6850
6/18/2013,10050,4825,1630,4700,965.973389,5900,2170,5425,5500,7000,17100,51100,3108.864014,1124.568237,6650
6/19/2013,9950,4700,1600,4700,957.573608,5800,2200,5500,5300,6850,17800,50550,3108.864014,1086.854004,6550
6/20/2013,9450,4325,1480,4375,890.375488,5510,2100,5375,5100,6600,17950,48550,3033.497559,1035.425659,6450
6/21/2013,9200,4150,1440,4300,814.777527,5450,1990,5250,4800,6350,16700,47700,3071.180664,1050.854126,6300
6/24/2013,9100,4100,1420,4200,806.377747,5280,2000,5375,4650,6300,16700,47250,3071.180664,977.140076,6350
6/25/2013,8950,4025,1420,4125,823.177307,5200,1950,5175,4975,6150,16700,45750,3090.022217,990.854309,6350
6/26/2013,9350,4200,1470,4275,839.976868,5600,2050,5500,5250,6500,17400,46150,3203.072021,994.282898,6900
6/27/2013,9450,4275,1480,4375,839.976868,5880,2160,5675,5550,6700,17200,48300,3203.072021,994.282898,7050
6/28/2013,10000,4300,1550,4500,839.976868,6150,2250,6100,5750,7000,18200,50600,3203.072021,1033.711304,7350
7/1/2013,9900,4300,1590,4450,839.976868,5910,2180,6075,5950,6850,17850,51300,3203.072021,1040.568481,6850
7/2/2013,9950,4150,1570,4275,831.577087,5990,2150,5875,5700,6700,17800,50950,3203.072021,1054.282715,7000
7/3/2013,9450,4075,1500,4050,806.377747,5660,2110,5750,5750,6550,16000,48550,3127.705566,1050.854126,7200
7/4/2013,9550,4000,1550,4075,839.976868,5640,2180,5450,5750,6550,17500,49000,3127.705566,1049.139893,7050
7/5/2013,9500,4075,1550,4075,839.976868,5860,2200,5550,5550,6750,17300,49050,3127.705566,1035.425659,7050
7/8/2013,9100,3850,1460,3775,797.978027,5600,2180,5200,5650,6500,16000,46500,3127.705566,1028.568481,6600
7/9/2013,9250,3825,1450,3750,789.578247,5570,2200,5225,5500,6500,16000,46500,3203.072021,977.140076,6550
7/10/2013,9450,3925,1450,3875,797.978027,5880,2260,5400,5750,6500,16700,46450,3203.072021,1014.854248,6850
7/11/2013,9800,4200,1510,4250,856.776367,6330,2330,5475,5900,6600,16550,46550,3203.072021,1026.854248,7000
7/12/2013,10100,4200,1570,4125,974.373169,6200,2370,5500,5950,6600,17000,46050,3203.072021,1028.568481,7050
7/15/2013,10200,4175,1560,4100,1016.372009,6350,2370,5575,5550,6650,17200,45600,3203.072021,1028.568481,7150
7/16/2013,10100,4175,1570,4225,974.373169,6350,2300,5500,5550,6850,16800,45250,3165.388672,1028.568481,7100
7/17/2013,10200,4225,1580,4250,974.373169,6580,2260,5625,5700,6750,16550,46750,3146.547119,1033.711304,7250
7/18/2013,10200,4325,1620,4400,974.373169,6780,2280,5625,5750,6650,16500,47200,3127.705566,1117.71106,7200
7/19/2013,10200,4375,1620,4350,991.172668,6920,2330,5500,5900,6650,17100,46900,3154.08374,1131.425293,7300
7/22/2013,10000,4225,1580,4250,1083.57019,6600,2350,5550,5700,6550,16250,46500,3154.08374,1148.568115,7100
7/23/2013,10300,4350,1640,4475,1083.57019,6800,2400,5700,5800,6700,16900,46000,3165.388672,1148.568115,7100
7/24/2013,10400,4275,1620,4450,1066.77063,6800,2360,5725,5650,6600,16300,44950,3161.620361,1131.425293,6700
7/25/2013,10200,4325,1610,4300,1066.77063,6570,2340,5675,5650,6600,16150,44200,3142.778809,1124.568237,6700
7/26/2013,10350,4400,1620,4375,1041.571289,6590,2330,5650,5800,6450,16400,43900,3137.126221,1127.996826,6700
7/29/2013,10100,4375,1570,4350,999.572449,6360,2280,5575,5700,6300,16500,43000,3052.339111,1103.996826,6700
7/30/2013,10300,4375,1620,4350,982.772888,6440,2350,5600,5900,6450,16900,43600,3090.022217,1097.139771,6850
7/31/2013,10400,4275,1650,4450,974.373169,6360,2380,5600,5900,6500,16800,42350,3090.022217,1097.139771,6500
8/1/2013,10450,4250,1630,4400,1007.972229,6390,2400,5750,5800,6750,17100,41600,3048.570801,1079.996948,6750
8/2/2013,10700,4300,1640,4350,999.572449,6290,2400,5775,5700,6700,17000,41700,3050.455078,1083.425415,6800
8/12/2013,10300,4300,1650,4200,1108.769409,6000,2370,5450,5500,6450,18300,40000,3025.960938,1107.425415,6750
8/13/2013,10700,4350,1650,4200,1091.969849,6270,2340,5550,5550,6600,18450,41000,3014.656006,1124.568237,6900
8/14/2013,10900,4350,1660,4300,1075.17041,6250,2380,5600,5550,6750,18600,42700,3014.656006,1129.71106,6950
8/15/2013,10750,4300,1660,4300,1117.169189,6140,2390,5625,5700,6500,17600,43600,2976.972656,1131.425293,6850
8/16/2013,10300,4100,1560,4150,1117.169189,6140,2270,5425,5700,6300,17050,43450,2901.606445,1129.71106,6700
8/19/2013,9500,3875,1430,3825,1066.77063,5840,2120,5050,5450,5950,15650,40400,2826.23999,1129.71106,6350
8/20/2013,9450,3700,1370,3900,1016.372009,5780,2080,4850,5100,5950,14400,37100,2713.19043,1028.568481,6150
8/21/2013,9600,3750,1350,3800,1091.969849,5900,2190,4950,5050,5900,14400,37500,2635.939697,1011.425659,6050
8/22/2013,9350,3700,1290,3725,1142.36853,5950,2130,4950,5200,5900,15050,37150,2534.195068,990.854309,6200
8/23/2013,9350,3675,1330,3700,1159.168091,5800,2150,5000,5250,5850,15150,36000,2479.554443,990.854309,6250
8/26/2013,9100,3725,1340,3550,1167.567871,5660,2130,4950,5250,5650,15200,35500,2445.639648,965.140076,5900
8/27/2013,8950,3600,1310,3325,1100.369629,5570,2020,4600,5200,5300,15300,34000,2298.675049,946.28302,5800
8/28/2013,9150,3675,1320,3450,1159.168091,5600,2150,4650,5050,5600,15550,35500,2336.358398,994.282898,5750
8/29/2013,9000,3825,1320,3475,1159.168091,5670,2225,5050,5100,5850,16000,37450,2392.883057,1013.139954,6200
8/30/2013,9050,3850,1320,3550,1117.169189,6240,2200,5000,5400,6050,15800,37950,2468.249512,1028.568481,6500
9/2/2013,8900,3550,1270,3350,1150.768311,6120,2150,4700,5150,5900,15950,37650,2468.249512,1028.568481,5900
9/3/2013,8850,3675,1310,3500,1150.768311,6300,2200,4825,5450,5900,16450,36850,2490.859375,1028.568481,5900
9/4/2013,8550,3500,1330,3400,1117.169189,6110,2100,4625,5250,5700,15750,35600,2468.249512,1007.997131,5950
9/5/2013,8600,3500,1340,3400,1159.168091,6200,2000,4500,5100,5550,16300,36000,2464.481201,1011.425659,6000
9/6/2013,8800,3450,1350,3350,1209.56665,6380,1990,4500,5250,5700,16300,37250,2447.523682,1011.425659,5950
9/9/2013,9350,3650,1440,3475,1243.165771,6400,2075,4825,5400,5850,16800,37950,2458.828857,1014.854248,6350
9/10/2013,9800,4100,1610,3950,1159.168091,6600,2200,4850,5400,6350,17000,39600,2524.774414,1004.568542,6650
9/11/2013,9900,4150,1600,4000,1192.76709,6600,2175,4900,5300,6200,17400,39950,2536.079346,1011.425659,6650
9/12/2013,9950,4275,1560,4175,1217.966431,6170,2225,4875,5150,6150,17300,40000,2545.5,1011.425659,6550
9/13/2013,9950,4275,1570,4250,1226.366211,6140,2200,5250,5250,6200,16650,41300,2573.762451,1028.568481,6500
9/16/2013,10050,4400,1640,4475,1226.366211,6430,2225,5600,5400,6900,17000,43300,2588.835693,1045.711304,6750
9/17/2013,10100,4400,1630,4500,1234.765991,6300,2250,5700,5350,6750,17000,43000,2581.299072,1061.139771,6850
9/18/2013,10100,4225,1560,4325,1201.16687,6150,2225,5600,5250,6750,17050,39750,2562.45752,1066.282715,6700
9/19/2013,10800,4625,1670,4625,1268.36499,6320,2375,5750,5450,7100,17700,39750,2618.982422,1138.282471,6850
9/20/2013,10500,4325,1590,4475,1276.764771,6400,2325,5475,5450,6900,17300,39800,2600.140625,1114.282471,6950
9/23/2013,10650,4325,1570,4350,1243.165771,6390,2275,5350,5450,6850,17350,39250,2600.140625,1109.139648,6950
9/24/2013,10450,4250,1560,4300,1201.16687,6300,2200,5425,5300,6400,17050,37150,2536.079346,1088.568359,6700
9/25/2013,10450,4350,1510,4125,1209.56665,6300,2150,5125,5050,6300,17100,37150,2505.932861,1079.996948,6750
9/26/2013,10350,4225,1540,4100,1201.16687,6160,2150,5100,5150,6400,17100,36500,2487.091064,1078.282593,6800
9/27/2013,10300,4275,1530,4150,1192.76709,6190,2175,5325,5250,6500,16900,36300,2464.481201,1079.996948,7050
9/30/2013,10000,4075,1450,3975,1192.76709,6030,2100,5125,5200,6450,16300,35000,2464.481201,1085.139771,7050
10/1/2013,10000,4250,1470,4100,1192.76709,6060,2150,5225,5300,6350,16400,35950,2468.249512,1088.568359,7000
10/2/2013,10300,4275,1500,4175,1192.76709,6200,2200,5300,5350,6350,16600,35900,2449.407959,1097.139771,6950
10/3/2013,10450,4300,1510,4200,1226.366211,6180,2225,5400,5300,6450,17100,35650,2439.987061,1097.139771,6900
10/4/2013,10400,4250,1500,4175,1209.56665,6140,2250,5175,5250,6400,17200,35350,2424.913818,1097.139771,6700
10/7/2013,10350,4350,1510,4150,1251.565552,6060,2250,5175,5300,6350,17200,35050,2411.724854,1093.711182,6750
10/8/2013,10450,4425,1580,4300,1259.965332,6090,2225,5300,5350,6500,17200,35100,2424.913818,1093.711182,6700
10/9/2013,10400,4375,1580,4350,1234.765991,6050,2275,5525,5250,6550,18200,34450,2424.913818,1097.139771,6700
10/10/2013,10600,4425,1610,4375,1259.965332,6060,2325,5475,5350,6800,18200,34550,2428.682129,1062.854126,6700
10/11/2013,10700,4525,1610,4275,1268.36499,6150,2325,5550,5450,6900,18700,34350,2487.091064,1093.711182,7000
10/16/2013,10550,4500,1630,4225,1251.565552,6020,2275,5600,5400,7000,18700,33250,2487.091064,1095.425415,6950
10/17/2013,10550,4525,1630,4175,1259.965332,6120,2325,5575,5450,6850,18100,33950,2500.280273,1097.139771,7100
10/18/2013,10600,4550,1640,4125,1276.764771,6160,2350,5500,5350,6900,18200,33850,2500.280273,1098.854004,7100
10/21/2013,10700,4650,1630,4150,1335.563232,6300,2325,5575,5450,6900,18150,36650,2504.048584,1098.854004,7250
10/22/2013,10550,4575,1610,4075,1318.763672,6160,2250,5500,5300,6650,17700,37100,2502.164307,1160,7150
10/23/2013,10500,4600,1630,4225,1343.963013,6340,2250,5475,5200,6700,17500,36850,2524.774414,1166,7400
10/24/2013,10700,4725,1670,4400,1335.563232,6430,2225,5525,5150,6950,17650,37500,2524.774414,1162,7400
10/25/2013,10750,4800,1690,4400,1343.963013,6410,2175,5600,4975,6950,17650,37450,2577.530762,1166,7400
10/28/2013,10750,4825,1670,4350,1318.763672,6400,2275,5700,5050,6800,18000,38100,2577.530762,1196,7450
10/29/2013,10600,4775,1610,4325,1301.964111,6360,2300,5600,5150,6800,17600,37450,2558.689209,1192,7300
10/30/2013,10700,4825,1600,4375,1310.363892,6250,2300,5525,5150,6900,18300,37700,2537.963379,1194,6950
10/31/2013,10450,4800,1580,4300,1343.963013,6000,2350,5600,5100,6650,17500,36900,2521.006104,1172,6650
11/1/2013,10400,4575,1530,4175,1301.964111,5960,2300,5400,4975,6500,17500,36100,2488.975342,1170,6500
11/4/2013,10350,4600,1540,4125,1285.164551,5970,2325,5425,4950,6450,17500,35300,2566.22583,1154,6550
11/6/2013,10450,4650,1550,4125,1259.965332,6160,2275,5425,4975,6550,18300,35000,2524.774414,1168,6650
11/7/2013,10600,4625,1600,4175,1259.965332,6040,2275,5450,5000,6700,19200,34850,2543.615967,1176,6750
11/8/2013,10350,4600,1600,4100,1234.765991,6030,2275,5450,4925,6700,19350,35600,2553.036865,1160,6700
11/11/2013,10250,4525,1580,4000,1201.16687,5960,2225,5325,4950,6750,19500,36850,2553.036865,1138,6500
11/12/2013,10050,4325,1520,3850,1159.168091,5960,2225,5150,5050,6600,19250,37000,2551.152588,1140,6250
11/13/2013,9950,4200,1460,3725,1133.96875,5920,2125,5000,5000,6350,18800,37400,2487.091064,1128,6450
11/14/2013,10050,4350,1520,3950,1150.768311,5980,2175,5125,4925,6450,19050,38000,2468.249512,1176,6550
11/15/2013,10200,4300,1530,3900,1125.56897,5800,2175,4975,4850,6300,18800,38000,2449.407959,1180,6600
11/18/2013,10300,4475,1550,3925,1133.96875,5900,2225,5175,4925,6650,19650,38000,2487.091064,1196,6700
11/19/2013,10200,4475,1560,3850,1117.169189,5840,2275,5075,4900,6750,20150,38050,2477.67041,1194,6750
11/20/2013,10050,4375,1530,3825,1091.969849,5740,2225,5200,4700,6550,20150,37700,2479.554443,1180,6750
11/21/2013,9850,4350,1540,3775,1117.169189,5510,2225,5125,4675,6700,20000,36850,2479.554443,1142,6650
11/22/2013,10000,4300,1530,3775,1125.56897,5490,2150,5150,4800,6600,20250,37150,2449.407959,1110,6600
11/25/2013,10150,4325,1540,3900,1142.36853,5560,2150,5150,4750,6550,20900,36050,2449.407959,1120,6500
11/26/2013,9650,4150,1480,3850,1083.57019,5200,2025,5125,4450,6300,19450,36000,2445.639648,1128,6650
11/27/2013,9700,4125,1460,3775,1058.37085,5340,2125,5000,4725,6300,19400,36400,2449.407959,1112,6700
11/28/2013,9750,4125,1450,3750,1058.37085,5330,2150,4950,4825,6300,18350,36450,2449.407959,1112,6650
11/29/2013,9650,4100,1490,3825,1058.37085,5320,2175,5000,4850,6250,18250,37000,2449.407959,1112,6650
12/2/2013,9800,4250,1540,3850,1058.37085,5410,2200,5100,4900,6400,18750,38800,2487.091064,1120,6700
12/3/2013,9800,4200,1520,3925,1024.771729,5250,2150,5100,4900,6350,18600,39350,2487.091064,1116,6650
12/4/2013,9650,4075,1500,3825,1058.37085,5160,2100,4950,4875,6250,18600,38500,2430.566406,1116,6600
12/5/2013,9550,3925,1470,3800,1058.37085,5100,2050,4950,4875,6150,18900,39600,2392.883057,1100,6500
12/6/2013,9500,3900,1430,3650,1049.971069,5100,2000,4850,4850,6150,18900,39150,2317.516846,1100,6500
12/9/2013,9400,3900,1460,3825,1041.571289,5250,2025,4900,4825,6300,18950,39000,2281.717773,1080,6700
12/10/2013,9800,3975,1450,3925,1058.37085,5360,2025,5100,4850,6550,19200,40150,2306.211914,1084,6800
12/11/2013,9850,3975,1470,3900,1049.971069,5320,2100,5025,4875,6450,19400,41400,2326.9375,1072,6700
12/12/2013,9650,3850,1430,3825,1024.771729,5300,2075,5000,4750,6300,18850,40000,2317.516846,1068,6500
12/13/2013,9500,3825,1400,3850,991.172668,5190,2075,4950,4625,6100,18450,39400,2332.590088,1052,6600
12/16/2013,9350,3800,1360,3750,949.173828,5150,2075,4925,4475,6100,18200,38600,2260.991943,1052,6500
12/17/2013,9500,3900,1390,3925,957.573608,5200,2050,5025,4525,6200,18400,40600,2259.10791,1050,6600
12/18/2013,9450,3900,1420,3850,982.772888,5180,2075,5075,4600,6250,18150,41150,2260.991943,1048,6600
12/19/2013,9550,3925,1420,3975,957.573608,5180,2125,5100,4575,6500,18600,41700,2308.095947,1036,6550
12/20/2013,9250,3900,1370,4000,873.575928,5200,2100,5025,4500,6400,18700,41900,2281.717773,1036,6450
12/23/2013,9500,3900,1400,3925,856.776367,5110,2075,5075,4500,6450,18750,41550,2300.559326,1024,6450
12/24/2013,9450,3900,1400,3900,907.174988,5220,2125,5050,4475,6600,18750,41250,2308.095947,1018,6500
12/27/2013,9400,3900,1430,3825,907.174988,5320,2125,5075,4400,6600,18750,41250,2355.199951,900,6450
12/30/2013,9600,3950,1450,3925,915.574768,5200,2150,5100,4475,6800,19000,42000,2351.431641,1040,6600
1/2/2014,9800,3950,1460,4050,907.174988,5360,2175,5225,4600,6950,19350,42750,2353.315674,1040,6700
1/3/2014,9500,3850,1450,3900,873.575928,5300,2125,5100,4550,6750,19550,42500,2351.431641,1040,6700
1/6/2014,9350,3680,1405,3825,844.176758,5350,2085,5062.5,4400,6850,19475,42500,2319.400879,1020,6675
1/7/2014,9375,3675,1415,3812.5,844.176758,5240,2070,5050,4270,6825,19750,42875,2304.327637,1000,6625
1/8/2014,9325,3725,1435,3912.5,848.376648,5240,2100,5037.5,4250,6800,19450,42050,2289.254395,1000,6700
1/9/2014,9400,3820,1465,3900,844.176758,5215,2085,4987.5,4280,6775,18800,41900,2281.717773,990,6575
1/10/2014,9400,3930,1520,4125,823.177307,5180,2145,5000,4435,6750,19000,42500,2298.675049,996,6675
1/13/2014,9800,4225,1675,4400,831.577087,5405,2220,5075,4420,7000,19000,42600,2317.516846,1006,6725
1/15/2014,9950,4375,1695,4400,831.577087,5605,2205,5375,4370,7300,18825,44025,2411.724854,998,6675
